question,contexts,ground_truth,answer,faithfulness,answer_relevancy,context_precision,context_relevancy,answer_similarity,bleu_score,cos-sim-TF-IDF,cos-sim-BertModel,sim-spacy,Human_score
Зачем страховщик ведет аудио и видеозапись при взаимодействии с клиентом? Как долго эти записи хранятся?,"[""['При заключении Договоров страхования, а также при ином обращении Клиента или Пользователя к Страховщику или его представителям Страховщик вправе осуществлять наблюдение, фотографирование, аудио- и видеозапись, включая запись телефонных разговоров, а также копирование и хранение переписок между Пользователем и Страховщиком (его представителями) по электронной почте или в мессенджерах, без дополнительного уведомления Клиента (Пользователя) о такой записи. Клиент соглашается, что Страховщик вправе хранить такие записи в течение 5 (пяти) лет с момента прекращения отношений с Клиентом (Пользователем), с целью улучшения качества обслуживания, исполнения Договора страхования, а также использовать их при проведении любых расследований в связи с Договором страхования.']""]","Страховщик ведет аудио, видеозапись, фотографирование, копирует переписку с клиентом без дополнительного уведомления с целью улучшения качества обслуживания, исполнения договора страхования, а также для использования этих записей при проведении расследований, связанных с договором. Такие записи страховщик вправе хранить в течение 5 лет с момента прекращения отношений с клиентом.","Страховщик ведет аудио и видеозапись при взаимодействии с клиентом для улучшения качества обслуживания, исполнения договора страхования и использования записей при проведении расследований в связи с договором страхования. Эти записи хранятся в течение 5 лет с момента прекращения отношений с клиентом.",0.75,0.9375461951470004,0.9999999999,1.0,0.9841646385321764,0.325,0.6286451831229066,0.9942753,0.9647096418620372,1.0
В каких случаях застрахованному могут быть оплачены планируемые расходы по страховому случаю до предоставления подтверждающих документов? Какие ограничения есть по размеру таких выплат?,"[""['По договорам добровольного страхования непредвиденных расходов путешественников по предварительному согласованию со Страховщиком Застрахованному могут оплачиваться планируемые расходы по предусмотренным договором страхования страховым событиям, предусматривающим возмещение расходов на оказание Экстренной или Неотложной амбулаторной и/или стационарной помощи, с условием предоставления Застрахованным документов, подтверждающих такие расходы Страховщику непосредственно после их несения (чеки, платежные документы и пр.). В случае если в результате страхового случая Застрахованным лицом были понесены соответствующие расходы на оказание Экстренной или Неотложной амбулаторной и/или стационарной помощи, в том числе, предварительно согласованные Страховщиком, но не были предоставлены документы, подтверждающие их оплату, Страховщик возмещает расходы в размере не более 200 у.е. (если страховая сумма установлена в валюте, отличной от российского рубля) или 10 000 российских рублей (если страховая сумма установлена в российских рублях), за один страховой случай.']""]","По договорам добровольного страхования непредвиденных расходов путешественников застрахованному могут быть оплачены планируемые расходы по страховым случаям, предусматривающим возмещение расходов на экстренную/неотложную амбулаторную или стационарную помощь, по предварительному согласованию со страховщиком. Условие - предоставление подтверждающих документов сразу после несения расходов. Если документы не предоставлены, то страховщик возмещает расходы в размере не более 200 у.е. (если страховая сумма в валюте) или 10 000 рублей (если в рублях) за один случай.","Застрахованному могут быть оплачены планируемые расходы по страховому случаю до предоставления подтверждающих документов, если они были предварительно согласованы со Страховщиком. Однако, в случае если не были предоставлены документы, подтверждающие оплату, размер таких выплат ограничивается суммой не более 200 у.е. или 10 000 российских рублей за один страховой случай, в зависимости от валюты, в которой установлена страховая сумма.",1.0,0.0,0.9999999999,1.0,0.9456914922385792,0.138,0.3692827100626762,0.991905,0.8460404983123722,1.0
Куда пользователь может направить обращение при возникновении вопросов или спора со страховщиком?,"[""['При возникновении вопросов или спора можно отправить обращение:\\n\\nв АО «Тинькофф Страхование» по почте по адресу: 127287, Российская Федерация, г. Москва, ул. 2-я Хуторская, дом 38А, строение 26, либо путем заполнения соответствующей формы на сайте Страховщика;\\nк финансовому уполномоченному путем регистрации обращения на сайте — finombudsman.ru или по почтовому адресу: 119017, г. Москва, Старомонетный пер., дом 3;\\nво Всероссийский союз страховщиков на сайте — ins-union.ru, приложив к обращению необходимые документы и сведения, либо на почтовый адрес: 115093, г. Москва, ул. Люсиновская, д. 27, стр. 3;\\nв Центральный Банк Российской Федерации (Банк России) через интернет-приемную на официальном сайте — cbr.ru, приложив к обращению необходимые документы и сведения, либо на почтовый адрес: 107016, г. Москва, ул. Неглинная, д. 12.']""]","При возникновении вопросов или спора с АО 'Тинькофф Страхование' пользователь может направить обращение:

 - В АО 'Тинькофф Страхование' по почте или через форму на сайте;
 - Финансовому уполномоченному на сайте finombudsman.ru или почтовым адресом;
 - Во Всероссийский союз страховщиков на сайте ins-union.ru или почтовым адресом;
В Центральный Банк РФ через интернет-приемную на сайте cbr.ru или почтовым адресом.","Пользователь может направить обращение при возникновении вопросов или спора со страховщиком следующим образом: 
- в АО «Тинькофф Страхование» по почте по адресу: 127287, Российская Федерация, г. Москва, ул. 2-я Хуторская, дом 38А, строение 26, либо путем заполнения соответствующей формы на сайте Страховщика;
- к финансовому уполномоченному путем регистрации обращения на сайте — ﬁnombudsman.ru или по почтовому адресу: 119017, г. Москва, Старомонетный пер., дом 3;
- во Всероссийский союз страховщиков на сайте — ins-union.ru, приложив к обращению необходимые документы и сведения, либо на почтовый адрес: 115093, г. Москва, ул. Люсиновская, д. 27, стр. 3;
- в Центральный Банк Российской Федерации (Банк России) через интернет-приемную на официальном сайте — cbr.ru, приложив к обращению необходимые документы и сведения, либо на почтовый адрес: 107016.",1.0,0.9575863809783366,0.9999999999,1.0,0.9718208656242684,0.0547,0.4538084156125068,0.9876362,0.9632822468847037,1.0
Где можно ознакомиться с дополнительной информацией и документами о деятельности АО 'Тинькофф Страхование'?,"[""['Дополнительная информация и документы о деятельности Страховщика в соответствии с п. 6.1 Закона РФ от 27.11.1992 N 4015-1 «Об организации страхового дела в Российской Федерации» и п. 2.1.1. «Базового стандарта защиты прав и интересов физических и юридических лиц — получателей финансовых услуг, оказываемых членами саморегулируемых организаций, объединяющих страховые организации» размещены по ссылкам: tinkoffinsurance.ru/about, tinkoffinsurance.ru/about/documents.']""]",Дополнительная информация и документы о деятельности АО 'Тинькофф Страхование' в соответствии с законом 'Об организации страхового дела в РФ' и базовым стандартом защиты прав получателей финансовых услуг размещены на сайте страховщика по ссылкам tinkoffinsurance.ru/about и tinkoffinsurance.ru/about/documents.,"Вы можете ознакомиться с дополнительной информацией и документами о деятельности АО ""Тинькофф Страхование"" на официальном сайте компании tinkoﬃnsurance.ru/about и tinkoﬃnsurance.ru/about/documents. Также, для получения дополнительной информации вы можете обратиться в Центральный Банк Российской Федерации через интернет-приемную на официальном сайте cbr.ru или на почтовый адрес: 107016, г. Москва, ул. Неглинная, д. 12.",1.0,0.0,0.9999999999,1.0,0.9537755693345952,0.0,0.2276417835353109,0.98607856,0.903582145581342,1.0
Что означает 'Партия' и вообще 'Слиток' для драгоценных металлов?,"[""['\\n                    Партия — приобретенные Клиентом Слитки в количестве, превышающем 1 (одну) штуку, и подлежащие доставке Клиенту, \\n                    в рамках одной Заявки', ' Слиток — аффинированный драгоценный металл: золото, серебро, платина и палладий в виде слитков (стандартных, \\n                    мерных), соответствующих установленным в Российской Федерации стандартам или международным стандартам качества, \\n                    изготовленных и маркированных организацией, осуществляющей аффинаж драгоценного металла. Слиток в рамках \\n                    предоставления Сервиса доставляется / принимается на хранение в ненарушенной Упаковке с приложением Сертификата-\\n                    ярлыка (при наличии) и Сертификата качества слитка']""]","Давайте разберемся! 
                    Партия — это приобретенные клиентом слитки в количестве, превышающем 1 штуку, и подлежащие доставке клиенту, в рамках одной заявки.
                    Слиток — это аффинированный драгоценный металл: золото, серебро, платина и палладий в виде слитков (стандартных, 
                    мерных), соответствующих установленным в Российской Федерации стандартам или международным стандартам качества, 
                    изготовленных и маркированных организацией, осуществляющей аффинаж драгоценного металла. Слиток в рамках 
                    предоставления Сервиса доставляется / принимается на хранение в ненарушенной Упаковке с приложением Сертификата-
                    ярлыка (при наличии) и Сертификата качества слитка.
        ","По контексту ""Партия"" означает приобретенные Клиентом Слитки в количестве, превышающем 1 (одну) штуку, и подлежащие доставке Клиенту, в рамках одной Заявки. В случае возникновения вопросов или необходимости уточнения информации по данному понятию, рекомендуется обратиться в банк Tinkoff для получения дополнительной информации.",,0.0,0.9999999999,1.0,0.9171200105134996,0.0756,0.1642580245452818,0.9910124,0.9053389493219348,0.5
Меня действительно должны фотографировать после полкчения слитка? Какой это пункт в соглашении?,"[""['\\n                    2.13.12. После подтверждения получения Клиентом/Доверенным лицом Слитка Представитель фотографирует Клиента/\\n                    Доверенное лицо с полученным Слитком в ненарушенной заводской упаковке и документом, удостоверяющим личность \\n                    Клиента/Доверенного лица']""]","Да, Вас действительно должнен сфотографировать Представитель в соответсвии с пунктом 2.13.12.","Да, в соответствии с пунктом 2.13.12 Правил оказания сервиса «Покупка/продажа слитков драгоценных металлов» банка Tinkoff, после подписания Клиентом/Доверенным лицом Акта приема-передачи, представитель должен фотографировать Клиента/Доверенное лицо с полученным слитком в ненарушенной заводской упаковке и документом, удостоверяющим личность Клиента/Доверенного лица.",1.0,0.8687299982969287,0.9999999999,0.5,0.8504089199677252,0.0,0.1466989808952556,0.96641624,0.5926571654265878,1.0
Какие условия хранения?,"[""[' \\n                    2.14.9. Условия хранения: температура воздуха от +17 до +25 °С, атмосферное давление от 740 до 760 мм рт. ст., относительная \\n                    влажность воздуха от 30 до 60%']""]","
                    В соответсвии с пунктом 2.14.9. условия хранения слитка слудующие: 
                        - температура воздуха от +17 до +25 °С,
                        - атмосферное давление от 740 до 760 мм рт. ст.,
                        - относительная влажность воздуха от 30 до 60% ","Условия хранения слитка в банке Tinkoff включают в себя следующие аспекты:
- Слиток хранится в хранилище 5 класса устойчивости к взлому с системой видеонаблюдения и охранно-пожарной сигнализацией.
- Срок хранения слитка у банка - с даты подписания до востребования.
- Температурные условия хранения: от +17 до +25 °C, атмосферное давление от 740 до 760 мм рт. ст., относительная влажность воздуха от 30 до 60%.
- Банк вправе изменить условия и место хранения слитка с письменного согласия клиента или по необходимости для предотвращения порчи или гибели слитка.
- Прием на хранение и выдача слитка с ответственного хранения осуществляется в помещении банка для операций с ценностями.
- Доставка слитка клиенту/доверенному лицу осуществляется в соответствии с установленными правилами и согласовывается с банком.
- Банк обязуется хранить и возвращать слиток клиенту/доверенному лицу в сохранности на условиях, установленных правилами и законодательством РФ.",0.2857142857142857,0.9031908835170356,0.9999999999,1.0,0.8936004184825926,0.0251,0.4181575933941608,0.96849614,0.8855841769822818,1.0
Что такое 'Сертификат качества слитка'?,"[""['Сертификат качества слитка — документ о качестве драгоценного металла, содержащий сведения о соответствии драгоценного металла стандартам качества, технические характеристики и параметры Слитка, информацию о химическом составе, произведенный/заверенный предприятием-изготовителем Слитка.']""]","Сертификат качества слитка - это документ, выданный изготовителем слитка драгоценного металла, который содержит информацию о соответствии металла стандартам качества, его технические характеристики, параметры и химический состав.","Сертификат качества слитка - это документ, который содержит информацию о качестве драгоценного металла, его технических характеристиках, параметрах, химическом составе, а также информацию о производителе слитка. Он подтверждает соответствие драгоценного металла стандартам качества и может быть использован для проверки подлинности и качества слитка при его приеме или продаже.",1.0,0.9645125633714192,0.9999999999,1.0,0.9887273986263558,0.1456,0.5113139800319975,0.9894938,0.9526315527151716,1.0
На какой срок выдается эта доверенность? Можно ли ее передоверить другому лицу?,"[""['Датой выдачи доверенности считается дата предоставления Представляемым Банку данных своего представителя. Доверенность выдана сроком на 1 (один) год, полномочия по настоящей доверенности не могут быть передоверены другим лицам.']""]",Доверенность выдается сроком на 1 год. Полномочия по этой доверенности нельзя передоверять другим лицам.,Доверенность выдается сроком на 1 (один) год и полномочия по ней не могут быть передоверены другим лицам.,,0.0,0.9999999999,1.0,0.9822684147454994,0.2552,0.4794113373342651,0.98759735,0.9587359282721096,1.0
"Как клиент может получить сертификат качества слитка, который он передал на хранение в банк?","[""['По требованию Клиента Банк предоставляет Клиенту заверенную Банком копию Сертификата качества слитка, переданного на ответственное хранение.']""]","По требованию клиента банк предоставляет ему заверенную копию сертификата качества слитка, который клиент передал на ответственное хранение в банке.","Клиент может получить сертификат качества слитка, который он передал на хранение в банк, по требованию. Банк обязуется предоставить клиенту заверенную копию сертификата качества слитка, переданного на ответственное хранение.",1.0,0.9248270599934626,0.9999999999,1.0,0.9795994371036832,0.1837,0.6065498261593949,0.9920829,0.9239399903080856,1.0
Какие условия хранения слитков в банке? Где их хранят?,"[""['Хранение Банком Слитка Клиента осуществляется в хранилище 5 (Пятого) класса устойчивости к взлому, оборудованном системой видеонаблюдения и охранно-пожарной и тревожной сигнализации с выводом сигнала на пункт централизованной охраны, с осуществлением физической круглосуточной специализированной охраны хранилища.', 'Условия хранения: температура воздуха от +17 до +25 °С, атмосферное давление от 740 до 760 мм рт. ст., относительная влажность воздуха от 30 до 60%.']""]","Слитки хранятся в специальном хранилище 5 класса устойчивости к взлому, оборудованном системами видеонаблюдения, охранно-пожарной и тревожной сигнализацией, а также круглосуточной охраной. Условия хранения: температура +17...+25°С, атмосферное давление 740-760 мм рт.ст., влажность 30-60%.","Слитки хранятся в помещениях банка для совершения операций с ценностями, которые могут быть офисными помещениями в бизнес-центрах, офисами и торговыми помещениями в торговых центрах, частными домами в коттеджных поселках или квартирами. Условия хранения слитков включают в себя температуру воздуха от +17 до +25 °C, атмосферное давление от 740 до 760 мм рт. ст. и относительную влажность воздуха от 30 до 60%. Клиент может потребовать изъятия слитка с хранения досрочно, при этом банк должен известить клиента письменно не позднее чем за 3 рабочих дня до предполагаемой даты возврата слитка.",0.25,0.9588013433907956,0.9999999999,1.0,0.9350972636807646,0.0,0.1783490017827561,0.97788453,0.921915808617406,1.0
"Можно ли вернуть слиток в банк, если при получении были обнаружены его повреждения? Как это сделать?","[""['В случае обнаружения при приеме Слитка с ответственного хранения от Представителя нарушения целостности заводской упаковки Слитка, несоответствия нанесенной на Слиток маркировки данным, указанным в Сертификате качества слитка и/или Сертификате-ярлыке, отсутствия либо повреждения Сертификата качества слитка и/или Слитка (наличие на поверхности Слитка наплывов / заусенцев / царапин / жировых пятен / посторонних включений) Клиентом/Доверенным лицом и Представителем оформляется в двух экземплярах Рекламационный акт по форме Приложения № 3 к настоящим Правилам, в котором фиксируются указанные выше нарушения / несоответствия / повреждения. В случае наличия указанных выше нарушений / несоответствий / повреждений Слиток вместе с Сертификатом качества слитка и Сертификатом-ярлыком вкладываются Клиентом/Доверенным лицом в порожний сейф-пакет и запечатываются, после чего сейф-пакет помещается в Устройство для перевозки слитка с дальнейшим опломбированием номерной разовой пломбой. Номер сейф-пакета, а также номерной разовой пломбы отражаются в Рекламационном акте.']""]","Да, если при получении слитка с хранения были обнаружены его повреждения или нарушения упаковки, несоответствия маркировки и т.п., то клиент/доверенное лицо вместе с представителем банка оформляют рекламационный акт в двух экземплярах. В этом акте фиксируются все нарушения. После этого слиток вместе с сертификатами запечатывают в новый сейф-пакет и опломбировывают, указав номера на рекламационном акте. Затем слиток возвращается обратно в банк.","Для возврата слитка в банк из-за обнаруженных повреждений необходимо оформить Рекламационный акт. После этого банк обязан связаться с вами и предоставить новый слиток или вернуть старый в течение 5 рабочих дней. Если повреждения не подтверждаются по результатам проверки, банк вернет вам слиток. В случае обнаружения повреждений при приеме слитка, необходимо оформить Рекламационный акт, который будет рассмотрен банком в течение 5 рабочих дней.",0.5,0.8619788688280402,0.9999999999,1.0,0.9053606976993076,0.0,0.1729019966089804,0.9921596,0.9371493722500656,0.5
Кто может стать доверенным лицом?,"[""['Доверенное лицо — физическое лицо, уполномоченное Клиентом, которому предоставлено право на представление интересов Клиента и осуществление действий от его имени в рамках Сервиса на основании доверенности, оформленной посредством Дистанционного обслуживания в соответствии с п. 5.3 настоящих Правил по форме Приложения № 5 к настоящим Правилам.']""]","Доверенным лицом клиента может стать любое физическое лицо, которому клиент предоставит полномочия представлять его интересы в рамках сервиса покупки/продажи слитков драгоценных металлов. Доверенность на это лицо оформляется клиентом посредством дистанционного обслуживания в банке по форме из Приложения №5 к Правилам.","Доверенным лицом может быть либо страхователь, либо застрахованное лицо, либо выгодоприобретатель по договору страхования.",,0.9267715525872928,0.9999999999,1.0,0.8828365530839424,0.0,0.1225353324470425,0.97952724,0.7155470399250551,1.0
Можно ли поменять доверенное лицо? Как это сделать?,"[""['Клиент может отменить выданную доверенность путем обращения в Банк посредством Дистанционного обслуживания в любое время, но не позднее одного дня до планируемой даты встречи с представителем Клиента.']""]","Да, клиент может отменить ранее выданную доверенность на доверенное лицо. Для этого он должен обратиться в банк посредством дистанционного обслуживания не позднее чем за 1 день до планируемой даты встречи с действующим доверенным лицом.","Для изменения доверенного лица в рамках сервиса «Покупка/продажа слитков драгоценных металлов» необходимо обратиться в Банк посредством Дистанционного обслуживания. Клиент может отменить выданную доверенность в любое время, но не позднее одного дня до планируемой даты встречи с представителем. При этом необходимо предоставить данные нового представителя (фамилия, имя, отчество, дата рождения, серия и номер паспорта, кем и когда выдан) для оформления новой доверенности.",,0.9105712944467363,0.9999999999,1.0,0.9280046194998448,0.0721,0.2707025954110225,0.98761755,0.858389528164069,1.0
Как происходит покупка слитка банком? Есть ли какие-то особые условия?,"[""['Банк приобретает у Клиента только Слитки, находящиеся на ответственном хранении в Банке.', 'Клиент, обращаясь с Заявкой, подтверждает, что на момент заключения договора купли-продажи Слиток принадлежит на праве собственности Клиенту, не продан, не является предметом залога, не обременен правами третьих лиц, в споре, под арестом и иным запрещением не состоит.']""]","Банк осуществляет покупку слитков драгоценных металлов только у тех клиентов, чьи слитки находятся на ответственном хранении в самом банке. При подаче заявки на продажу слитка клиент должен подтвердить, что на момент продажи слиток принадлежит ему на праве собственности, не продан, не заложен, не арестован и не обременен правами третьих лиц.","Покупка слитка банком происходит путем заключения договора купли-продажи на условиях, установленных Правилами и законодательством Российской Федерации. Клиент должен подать заявку на совершение сделки через Дистанционное обслуживание в рабочие дни с 10:00 до 17:00 по московскому времени. После согласования заявки, клиенту направляется информация об итоговой стоимости и массе слитка. После подтверждения согласия с заявкой и подписания соответствующих документов, банк зачисляет стоимость слитка на картсчет клиента. Право собственности на слиток переходит от клиента к банку после зачисления стоимости на картсчет клиента. Прием слитка банком производится по сертификату-ярлыку и сертификату качества, с проведением контрольного взвешивания и проверкой целостности упаковки.",,0.9692616858617278,0.9999999999,1.0,0.9329602166441572,0.0,0.1845151367140619,0.98098594,0.879798629393928,1.0
Что такое накопительный счет и как начисляются проценты?,"[""['\\n                    3.1. Начисление процентов на остаток средств по Счету вклада/Накопительному счету производится со дня, следующего \\n                    за днем зачисления денежных средств на Счет вклада/Накопительный счет Клиента, до дня окончания срока Вклада \\n                    (включительно) либо до их списания со Счета вклада/Накопительного счета по иным основаниям.', ' \\n                    3.3. Клиент имеет возможность по согласованию с Банком посредством Дистанционного обслуживания изменить Тарифный \\n                    план Вклада на Тарифный план для мультивалютного Вклада. При смене Тарифного плана изменения в части процентной \\n                    ставки по Счету вклада, изначально открытого в рамках текущего Договора вклада, не распространяются до конца срока \\n                    размещения, установленного предыдущим Тарифным планом. Процентные ставки по валютам, отличным от валюты \\n                    измененного Тарифного плана, устанавливаются новым Тарифным планом.\\n                    3.4. При начислении процентов в расчет принимается величина процентной ставки (в процентах годовых) и фактическое \\n                    количество календарных дней, на которое привлечены денежные средства. При этом за базу берется действительное \\n                    число календарных дней в году (365 или 366 дней соответственно).\\n                    ', ' \\n                    Накопительный счет — счет, на котором учитываются денежные средства Клиента, предусматривающий начисление \\n                    процентов на остаток денежных средств, в соответствии с Договором накопительного счета.']""]","
                    Накопительный счет - это счет, на котором учитываются денежные средства клиента и на который начисляются проценты на остаток денежных средств. Проценты начисляются в соответствии с условиями договора накопительного счета.
                    Проценты на накопительном счете начисляются со дня, следующего за днем зачисления денежных средств на счет, до дня окончания срока вклада (включительно) либо до их списания со счета по другим основаниям.

                    При начислении процентов учитываются:
                    • Величина процентной ставки (в процентах годовых)
                    • Фактическое количество календарных дней, на которое привлечены денежные средства

                    За базу берется действительное число календарных дней в году (365 или 366 дней соответственно).","Накопительный счет - это счет, на который клиент может откладывать деньги для накопления и получения процентов. Проценты начисляются на сумму, которая хранится на накопительном счете, исходя из установленной банком процентной ставки. Клиент может узнать условия начисления процентов на накопительный счет, обратившись в банк Tinkoff.",0.6666666666666666,0.9343434750450652,0.9999999999,0.3333333333333333,0.9264627945400544,0.0697,0.3219825429915282,0.99060833,0.8541434351789948,0.0
Можно ли открыть вклад в 12 лет?,"[""['1.2. Банк не заключает Договор вклада (Договор накопительного счета) с лицами, не достигшими возраста 14 лет']""]","Нет, Банк не заключает договор вклада с лицами, не достигшими возраста 14 лет.","Из предоставленного контекста не ясно, можно ли открыть вклад в 12 лет. Рекомендую обратиться в банк Tinkoff для получения точной информации по этому вопросу.",,0.0,0.9999999999,1.0,0.8485023786893434,0.0,0.1345581320407932,0.95299923,0.8408353747447171,1.0
Могу ли я открыть несколько вкладов и пополнять их?,"[""['\\n                    4.1. Клиент имеет право:\\n                    4.1.1. Предъявить Банку требование о досрочном полном или частичном изъятии Вклада.\\n                    4.1.2. Вносить дополнительные денежные средства во Вклад/Накопительный счет, если данная возможность установлена \\n                    Тарифным планом.\\n                    4.1.3. Разместить несколько Вкладов (открыть несколько Счетов вклада/Накопительных счетов на условиях, устанавливаемых \\n                    Договором вклада (Договором накопительного счета), Тарифами:\\n                    • через Дистанционное обслуживание;\\n                    • в офисе Банка в часы работы операционного подразделения Банка.\\n']""]"," 
                    Да, вы можете открыть несколько вкладов и пополнять их.
                    Согласно пункту 4.1.3 приведенного контекста, клиент имеет право разместить несколько вкладов (открыть несколько счетов вклада/накопительных счетов) на условиях, устанавливаемых договором вклада (договором накопительного счета) и тарифами.
                    Вы можете открыть несколько вкладов как через дистанционное обслуживание, так и в офисе банка в часы работы операционного подразделения банка.","Да, вы можете открыть несколько вкладов и пополнять их.",1.0,0.993034283393721,0.9999999999,0.25,0.8935026601727989,0.1386,0.5354738541409173,0.9195674,0.6889970526739597,0.0
Для получения страховой выплаты в случае несчастного случая с летальным исходом нужна ли справка из психушки?,"[""['\\n                    6.1. По риску Смерть в результате Несчастного случая должны быть предоставлены следующие документы:\\n                    j. Справка из психоневрологического диспансера и наркологического диспансера']""]","Да, в таком случае необходимы справки из психоневрологического диспансера и наркологического диспансера.","Для получения страховой выплаты в случае несчастного случая с летальным исходом не требуется предоставлять справку из психушки. Важно создать и отправить информацию о страховом случае, подтвердить его наступление и предоставить необходимые документы, как это предусмотрено Правилами страхования. Вы можете использовать официальный сайт банка Tinkoff, его страхового агента или мобильные приложения для отправки заявления об осуществлении страховой выплаты. При этом, следует соблюдать условия и правила страхования, включая предоставление документов, подтверждающих страховой случай. Если у вас возникнут дополнительные вопросы, рекомендуем обратиться в банк для получения консультации.",1.0,0.9238278189387286,0.9999999999,0.6666666666666666,0.8060917297553258,0.0,0.0468237005254197,0.957674,0.6210717241835877,0.0
Дают ли кредит на автомобиль?,"[""['3.1. Банк предоставляет Клиенту Кредит на потребительские цели, в том числе на приобретение Товара и/или Автомобиля, в соответствии с законодательством Российской Федерации.']""]","Да, в соответсвии с пунктом 3.1. Банк предоставляет Клиенту Кредит на потребительские цели, , в том числе на приобретение автомобиля.","Банк Tinkoff предоставляет услугу аренды автомобиля. При аренде автомобиля необходимо внимательно ознакомиться с условиями договора и страхования, оговорить сумму, время и место получения и условия возврата автомобиля, а также правила действия страховки. Обычно при аренде автомобиля на вашем карточном счете блокируется сумма, равная стоимости аренды предоставленного автомобиля на весь заявленный срок. При проведении окончательного расчета со счета карты списывается итоговая сумма. После проведения всех расчетов рекомендуется потребовать у агентства, предоставившего автомобиль в аренду, отправить в обслуживающий банк уведомление о снятии ранее произведенной блокировки. В случае возникновения вопросов или необходимости дополнительной информации, рекомендуется обратиться в Банк Tinkoff.",0.0,0.8095135464305597,0.9999999999,1.0,0.8385315029980842,0.0,0.170704509992585,0.9651839,0.8631325263558497,0.0
Распростроняется ли страховое покрытие на смерть в алкогольном опьянении?,"[""[' \\n                    Страховое покрытие по рискам «Смерть» и «Инвалидность» не распространяется на события, произошедшие в результате \\n                    и/или в период:\\n                    a. действий, совершенных Застрахованным лицом в состоянии алкогольного, наркотического и/или токсического \\n                    опьянения; в результате употребления им наркотических, сильнодействующих лекарственных препаратов \\n                    и психотропных веществ без предписания врача (или по предписанию врача, но с нарушением указанной  \\n                    им дозировки); болезни Застрахованного лица, прямо связанной с наркоманией, токсикоманией, хроническим \\n                    алкоголизмом\\n                    ']""]","Нет, страховое покрытие не распространяется на смерть в алкогольном опьянении.","К сожалению, из предоставленного контекста нельзя однозначно ответить на вопрос о том, распространяется ли страховое покрытие на случаи смерти в алкогольном опьянении. Для получения точной информации об этом вопросе рекомендуется обратиться в банк Tinkoff для получения дополнительной информации.",,0.0,0.9999999999,0.5,0.919622463150781,0.0,0.2353367956584368,0.9659915,0.838074462942066,1.0
"Может ли Банк изменить Тарифный план по кредитной карте, и какие условия должны быть соблюдены для этого?","[""['\\n                    Банк вправе в одностороннем порядке изменить Тарифный план, применяемый\\nв рамках Договора, и/или заменить его на другой Тарифный план, в том числе при заключении Договора и/или\\nна определенный период времени по усмотрению Банка, с целью уменьшения процентной ставки по кредиту\\nи/или улучшения иных условий обслуживания при условии, что это не повлечет возникновение новых или увеличение размера существующих денежных обязательств Клиента\\n                    ']""]","Да, Банк может изменить Тарифный план по кредитной карте в одностороннем порядке, но при условии, что это не приведет к возникновению новых или увеличению уже существующих денежных обязательств клиента ","Да, Банк имеет право изменить Тарифный план, применяемый в рамках Договора кредитной карты. Для этого должны быть соблюдены следующие условия:

1. Банк может изменить Тарифный план в одностороннем порядке с согласия Клиента и при условии, что это не приведет к возникновению новых или увеличению размера существующих денежных обязательств Клиента.
2. Изменения в Тарифном плане могут быть направлены на уменьшение процентной ставки по кредиту, улучшение условий обслуживания, уменьшение или прекращение взимания плат и штрафов по Договору.
3. Банк должен уведомить Клиента о любых изменениях в Тарифном плане посредством Дистанционного обслуживания не позднее дня соответствующих изменений.

Таким образом, Банк может изменить Тарифный план кредитной карты с согласия Клиента и соблюдением установленных условий.",0.5,0.9647304892196442,0.9999999999,1.0,0.9516692321808348,0.0343,0.4907383950298237,0.97806746,0.969522311577013,1.0
Можно ли внести частичное досрочное погашение кредита? И как это повлияет на остаток задолженности?,"[""['«Клиент имеет право досрочно погасить Задолженность с уплатой Банку суммы непогашенного Кредита и начисленных процентов, а также (если применимо) комиссий и плат, предусмотренных Тарифным планом, в любой момент путем зачисления необходимой суммы денежных средств на Картсчет (Счет) и извещения Банка о необходимости проведения досрочного погашения. В случае частичного досрочного погашения уменьшается срок Кредита или сумма Регулярного платежа по выбору Клиента, при этом Клиент не освобождается от оплаты ближайшего Регулярного платежа, а также применимых комиссий и плат, предусмотренных Тарифным планом.», «При обращении Клиента в Банк для совершения частичного досрочного погашения до или в дату оплаты ближайшего Регулярного платежа Клиенту может быть предложено совершить частичное досрочное погашение с погашением ближайшего Регулярного платежа и последующим уменьшением срока Кредита или суммы Регулярного платежа по выбору Клиента.»']""]","Да, Клиент имеет право совершить частичное досрочное погашение кредита. При этом по выбору Клиента уменьшится либо срок кредита, либо сумма регулярного платежа. Однако Клиент не освобождается от оплаты ближайшего регулярного платежа и применимых комиссий.","Да, можно внести частичное досрочное погашение кредита. При этом уменьшится срок кредита или сумма регулярного платежа по выбору клиента. Клиент не освобождается от оплаты ближайшего регулярного платежа и применимых комиссий и плат, предусмотренных тарифным планом. При частичном досрочном погашении оплачиваются только начисленные проценты и сумма непогашенного кредита, а комиссии и платы направляются на их досрочную оплату. Проценты, начисленные за пользование кредитом после частичного досрочного погашения, включаются в следующий регулярный платеж. При полном погашении ближайшего регулярного платежа и применимых комиссий и плат, клиенту не предъявляется требование об их оплате. В случае неполного погашения суммы ближайшего регулярного платежа, клиент не освобождается от оплаты соответствующей части суммы и применимых комиссий и плат.",1.0,0.9671219599588208,0.9999999999,1.0,0.9548175203426236,0.0497,0.5191088800501469,0.9875362,0.911890359855234,1.0
